Registration,Make,Model,Color,Year,EngineSize
LR15RLR,Volvo,940,Purple,2015,1699
LR18UNJ,Seat,Ibiza,White,2018,1598
LRM463D,Bmw,X3,Blue,1979,1195
LRP884C,Nissan,Juke,Grey,1980,1298
LRR126L,Ford,Focus,Turquoise,1971,1297
LT02FVH,Volkswagen,Passat,Gold,2002,1600
LT08MXU,Kia,Picanto,White,2008,1597
LT11RUD,Ford,Fiesta,Blue,2011,1499
LT13YNY,Vauxhall,Corsa,Turquoise,2013,1395
LTF199F,Ford,Mondeo,Silver,1977,1598
LTK311H,Vauxhall,Meriva,Gold,1975,1795
LU01MTA,Bmw,Z4,Grey,2001,1496
LU03DTJ,Kia,Sportage,White,2003,1695
LU03XDJ,Volkswagen,Jetta,Purple,2003,1395
LU04NVF,Citroen,C3,Black,2004,1499
LU06GEV,Volvo,Xc90,Silver,2006,1597
LUD878G,Ford,Fiesta,Green,1976,1999
LUR700C,Peugeot,208,White,1980,1497
LV02FMR,Peugeot,106,Green,2002,1498
LV05BUD,Vauxhall,Insignia,Green,2005,1598
LV14PNB,Peugeot,107,Orange,2014,1396
LV16XVA,Honda,Crv,Black,2016,1599
LV20PWR,Hyundai,Ix35,Blue,2020,1595
LVD611D,Volvo,V90,Orange,1979,1496
LW05XTX,Vauxhall,Corsa,Turquoise,2005,1495
LW09TFC,Audi,A1,Silver,2009,1499
LW09VEU,Toyota,Auris,Purple,2009,1598
LW13UHW,Honda,Crv,Grey,2013,1800
LWA722I,Volkswagen,Golf,Grey,1974,1600
LWF178C,Fiat,Punto,Red,1980,1799
LWG293E,Toyota,Yaris,Orange,1978,1299
LWM311C,Citroen,C1,White,1980,1499
LX05RDP,Smart,Forfour,Black,2005,1699
LX12GHA,Seat,Leon,Grey,2012,1695
LX12KKJ,Peugeot,307,Blue,2012,1595
LXG893C,Ford,Fiesta,Red,1980,1398
LXH394H,Nissan,Qashqai,Blue,1975,1596
LY17VJX,Kia,Sportage,Gold,2017,1600
LY19KHD,Mini,One,Orange,2019,1396
LYD773D,Vauxhall,Insignia,Black,1979,1698
LYK510H,Nissan,Micra,Grey,1975,1499
LYL816E,Toyota,Yaris,Black,1978,1597
LYL979H,Volkswagen,Golf,Silver,1975,1398
LYW469G,Volkswagen,Golf,Grey,1976,1300
M132MDP,Ford,Focus,Blue,1989,1198
M152YJW,Mini,Cooper,Red,1989,1598
M154CDV,Renault,Scenic,White,1989,1500
M158PHP,Ford,Focus,Red,1989,1395
M161VNN,Volkswagen,Golf,Yellow,1989,1597
M182EWA,Peugeot,208,Purple,1989,1698
M219LJC,Toyota,Yaris,Yellow,1989,1300
M227CDX,Suzuki,Alto,Grey,1989,1496
M230LNP,Ford,Galaxy,Purple,1989,1496
M235ERN,Ford,Fiesta,Green,1989,1298
M246GCP,Kia,Venga,Silver,1989,1800
M268YPW,Mini,Countryman,White,1989,1397
M271FJT,Volkswagen,Golf,Yellow,1989,1798
M289VDH,Ford,Kuga,Orange,1989,1996
M301BNJ,Mini,Cooper,Turquoise,1989,1198
M328PYC,Hyundai,I10,White,1989,1698
M356LLK,Ford,Focus,Blue,1989,1699
M357ETL,Toyota,Rav4,Purple,1989,1695
M361ADC,Citroen,C4,Turquoise,1989,1496
M368YME,Nissan,Leaf,Grey,1989,1599
M385AGF,Ford,Fiesta,Gold,1989,1496
M390RTR,Ford,Focus,Silver,1989,1500
M394WXV,Vauxhall,Astra,Grey,1989,1800
M398YTL,Mazda,3,Orange,1989,1696
M401HTH,Morris,Minor,Blue,1989,1495
M408PNF,Kia,Niro,Grey,1989,1897
M411WPJ,Toyota,Auris,Orange,1989,1200
M419JEM,Toyota,Auris,White,1989,1499
M455VPV,Ford,Focus,Gold,1989,1200
M471NEU,Ford,Mondeo,Silver,1989,1098
M487GAE,Volkswagen,Polo,Blue,1989,1399
M509LTE,Renault,Clio,Silver,1989,1496
M532ABU,Volvo,V90,Green,1989,1500
M534WBD,Vauxhall,Zafira,Green,1989,2198
M541PNR,Peugeot,2008,Yellow,1989,1499
M569FWU,Volkswagen,Polo,Blue,1989,1400
M569TEG,Ford,Fiesta,Gold,1989,1695
M575NVN,Seat,Altea,Green,1989,1497
M582HPY,Volkswagen,Polo,Purple,1989,1597
M596NJY,Honda,Jazz,Turquoise,1989,1296
M600KVA,Ford,Focus,Grey,1989,1595
M608VXC,Seat,Leon,Yellow,1989,1495
M612JKL,Audi,A3,Grey,1989,1895
M618JNF,Volvo,V40,Grey,1989,1600
M630NKB,Mini,Cooper,White,1989,1000
M631WCK,Porsche,Boxster,Silver,1989,1396
M634NEP,Ford,Focus,Grey,1989,1497
M639HHA,Audi,S3,White,1989,1497
M666FVJ,Audi,A4,Silver,1989,1600
M668BEE,Chevrolet,Orlando,White,1989,1697
M668FNV,Ford,Focus,Black,1989,1695
M673MWD,Volkswagen,Passat,Gold,1989,1599
M674MVW,Volkswagen,Jetta,Purple,1989,2199
M683FAF,Audi,S5,Gold,1989,1700
M692GFB,Fiat,500,Grey,1989,1597
M705XRU,Seat,Ibiza,Gold,1989,1396
M731WKC,Ford,Ka,Blue,1989,1595
M745WYB,Audi,A4,Black,1989,1900
M758MAC,Ford,Galaxy,Green,1989,1397
M770RYW,Mg,Mgc,Red,1989,1700
M774VDC,Citroen,C1,Silver,1989,1396
M780NDH,Skoda,Karoq,White,1989,1495
M787LBY,Volkswagen,Touran,Black,1989,1597
M791MDM,Seat,Mii,Green,1989,1695
M802UNL,Honda,Jazz,Gold,1989,1297
M804PGM,Rover,75,White,1989,1595
M820WXF,Vauxhall,Corsa,Orange,1989,1696
M828YRF,Seat,Leon,Black,1989,1797
M871KHR,Kia,Sportage,Silver,1989,1497
M876FVH,Peugeot,Partner,Green,1989,1496
M894TXM,Peugeot,108,Purple,1989,1395
M924CPK,Fiat,Punto,Yellow,1989,1295
M933FMU,Renault,Megane,Yellow,1989,1299
M939KRC,Kia,Picanto,Green,1989,1400
M953PXC,Citroen,C3,Silver,1989,1599
M960VJH,Renault,Megane,Silver,1989,1797
M978RYE,Suzuki,Vitara,Purple,1989,1397
M980GVE,Vauxhall,Corsa,Orange,1989,1600
MA05EHV,Vauxhall,Zafira,Purple,2005,1597
MA14RPF,Citroen,C1,Yellow,2014,1396
MA19DKA,Hyundai,Tucson,Purple,2019,1699
MAG172E,Proton,Savvy,Grey,1978,1500
MAJ173L,Honda,Civic,Blue,1971,1495
MAL423H,Toyota,Aygo,Purple,1975,1498
MAN556J,Vauxhall,Astra,Red,1973,1796
MB06YGX,Citroen,Ds3,White,2006,1698
MB15WJX,Citroen,Nemo,Purple,2015,1599
MB19CWH,Kia,Picanto,Blue,2019,1500
MBD809B,Vauxhall,Corsa,Orange,1981,1700
MBW982I,Seat,Ibiza,Green,1974,1500
MBY153K,Vauxhall,Corsa,Gold,1972,1499
MC03DEN,Honda,Accord,Orange,2003,1796
MC04XHF,Kia,Sorento,Silver,2004,1798
MC12GXF,Nissan,Qashqai,Purple,2012,1797
MCH107E,Toyota,Yaris,Gold,1978,1598
MD15ETU,Peugeot,3008,Gold,2015,1800
MD16RET,Citroen,C1,Gold,2016,1900
MD19JBU,Peugeot,208,Purple,2019,1597
MD19WUJ,Ford,Mondeo,Green,2019,1496
MDN197C,Seat,Leon,Orange,1980,1995
MDU911C,Audi,Q5,Black,1980,1397
MDX502K,Peugeot,5008,Purple,1972,1299
MDY544C,Lexus,Is250,Blue,1980,1596
ME12TMX,Renault,Kangoo,Red,2012,1497
ME20FRG,Honda,Crv,Purple,2020,1396
MEK920L,Hyundai,I20,Turquoise,1971,1896
MEM773H,Peugeot,308,Gold,1975,1598
MF01TMB,Vauxhall,Astra,Yellow,2001,1296
MF02AKW,Renault,Captur,Blue,2002,1500
MF02JWF,Lexus,Nx300,Blue,2002,1798
MF03HWU,Ford,Focus,Blue,2003,1397
MF11WDW,Bmw,M2,Yellow,2011,1696
MF16KEU,Dacia,Logan,Black,2016,1198
MF20ERV,Toyota,Auris,Yellow,2020,1296
MFA423K,Hyundai,I20,Grey,1972,1600
MFM405C,Audi,A1,Yellow,1980,1599
MFP209J,Mini,Cooper,Blue,1973,1598
MG01TLY,Dacia,Sandero,Blue,2001,1599
MG06LWY,Peugeot,107,Orange,2006,1396
MG12JWR,Hyundai,I10,Purple,2012,1499
MGA631C,Nissan,Primera,Red,1980,1596
MGP938F,Renault,Clio,Red,1977,1398
MH07AVH,Volvo,Xc60,Red,2007,1395
MH08CGM,Peugeot,207,Orange,2008,1197
MH08XHR,Suzuki,Vitara,Purple,2008,1900
MH09TMK,Toyota,Yaris,White,2009,1500
MH15KAG,Seat,Leon,Yellow,2015,1499
MHJ829F,Seat,Leon,Gold,1977,1695
MHP575D,Mitsubishi,Outlander,White,1979,1797
MJ02RRW,Nissan,Juke,White,2002,1800
MJ05VMF,Bmw,X5,Purple,2005,1598
MJ16FBC,Peugeot,307,Black,2016,1600
MJA377G,Nissan,Qashqai,Gold,1976,1300
MJA665I,Ford,Fiesta,Silver,1974,1397
MJJ179G,Volkswagen,Polo,Turquoise,1976,1697
MJV932G,Triumph,Tr3,Grey,1976,1499
MK08ECG,Hyundai,I10,Gold,2008,1697
MKJ889D,Volkswagen,Golf,Gold,1979,1699
MKW174K,Vauxhall,Meriva,White,1972,1496
ML01NUT,Vauxhall,Crossland,Blue,2001,1697
ML11GRY,Renault,Megane,Blue,2011,1495
ML13ALP,Audi,A3,Green,2013,1495
MLG548L,Volkswagen,Polo,Yellow,1971,1199
MM03EPY,Kia,Sportage,Orange,2003,1597
MM06FXH,Ford,Fiesta,Black,2006,1697
MM08MXE,Toyota,Prius,Silver,2008,1495
MM13EFJ,Vauxhall,Corsa,Yellow,2013,1196
MM19FTR,Volkswagen,Golf,Black,2019,1699
MM20VND,Nissan,Note,Black,2020,1798
MMH691B,Kia,Rio,Orange,1981,1597
MMM696J,Vauxhall,Insignia,Red,1973,1499
MN03MLJ,Toyota,Prius,Yellow,2003,1497
MN04AUE,Mini,Cooper,Yellow,2004,1598
MN06GLL,Mg,Zt,Blue,2006,1696
MN08AFK,Volkswagen,Polo,Grey,2008,1500
MN08VVH,Vauxhall,Corsa,Gold,2008,1596
MN16VVH,Kia,Sedona,Turquoise,2016,1697
MNF608C,Nissan,Juke,Black,1980,1098
MNK247F,Mini,Cooper,Silver,1977,1399
MNU742H,Ford,Fiesta,Turquoise,1975,1499
MNU944K,Mg,Mgb,Silver,1972,1396
MP05EMR,Ford,Ecosport,Purple,2005,1400
MP07XTV,Volkswagen,Polo,Gold,2007,1295
MP11TPJ,Honda,Crv,Silver,2011,1596
MP13TDJ,Hyundai,Ix20,White,2013,1497
MP14AEW,Bmw,M2,Red,2014,1297
MP17WGU,Kia,Sportage,Silver,2017,1500
MPB938I,Mini,One,Black,1974,1797
MPN118L,Toyota,Auris,Orange,1971,1599
MPT477G,Ford,Fiesta,Grey,1976,1497
MR01XCP,Audi,Q2,Turquoise,2001,1598
MR20TWW,Mini,One,White,2020,1495
MT01WVW,Vauxhall,Corsa,Grey,2001,1496
MT03KEV,Volkswagen,Beetle,White,2003,1799
MT04MBL,Volkswagen,Golf,Gold,2004,1295
MT06PAJ,Audi,Q3,Green,2006,1397
MT10PHB,Bmw,X1,Blue,2010,1597
MTH998C,Vauxhall,Corsa,Blue,1980,1400
MTT927G,Mitsubishi,Lancer,Blue,1976,1398
MTV828D,Fiat,500,White,1979,1299
MTW410B,Mini,Cooper,Black,1981,1295
MU05XKJ,Vauxhall,Vectra,Gold,2005,1796
MU08JBA,Volkswagen,Polo,Blue,2008,1500
MU10MBL,Ford,Galaxy,Silver,2010,1698
MU11EAA,Vauxhall,Adam,Orange,2011,1296
MU12CJL,Kia,Rio,Blue,2012,1598
MUD960F,Mini,Cooper,Silver,1977,1598
MUV619G,Ford,Fiesta,Gold,1976,1599
MV01APL,Audi,A4,Purple,2001,1996
MV11KUJ,Audi,A4,Black,2011,1699
MV13UMH,Hyundai,Veloster,Black,2013,1195
MV16PKD,Ford,Fiesta,Black,2016,1597
MVY387L,Ford,Fiesta,Purple,1971,1299
MW03PNU,Mitsubishi,Shogun,Gold,2003,1495
MW13PVW,Nissan,Qashqai,Green,2013,1496
MW14VJD,Peugeot,208,Black,2014,1395
MWX617H,Volvo,Xc40,Red,1975,1096
MX05EJR,Kia,Picanto,Purple,2005,1497
MX16BLD,Vauxhall,Mokka,Gold,2016,1598
MXE723E,Volkswagen,Tiguan,Grey,1978,1596
MXT138L,Volkswagen,Tiguan,Yellow,1971,1600
MY11VEL,Citroen,C1,Black,2011,1098
MY18MEJ,Vauxhall,Antara,Yellow,2018,1400
MY20XXU,Ford,Ka,White,2020,1399
MYA521D,Volkswagen,Golf,White,1979,1597
MYU165E,Nissan,Juke,Orange,1978,1500
MYU324E,Mini,Cooper,Grey,1978,1699
N132FYT,Volkswagen,Polo,White,1988,1697
N134DWJ,Ford,Focus,Yellow,1988,1098
N139CXW,Suzuki,Swift,Grey,1988,1597
N140JKE,Ford,Fiesta,Green,1988,1395
N144NAA,Mini,Cooper,Blue,1988,1396
N152CFA,Volkswagen,Golf,Green,1988,1697
N165XUJ,Mazda,5,White,1988,1900
N166XRV,Vauxhall,Astra,Orange,1988,1400
N191FYX,Ford,Focus,Silver,1988,1395
N207RFD,Volkswagen,Golf,White,1988,1500
N213MAD,Nissan,Juke,White,1988,1496
N218PXY,Audi,A1,Turquoise,1988,1495
N228DNR,Audi,Tts,Silver,1988,1496
N233JRP,Ford,Fiesta,Grey,1988,1696
N250VKT,Vauxhall,Insignia,Yellow,1988,1798
N253APF,Ford,Focus,Red,1988,1600
N254TWC,Toyota,Yaris,Turquoise,1988,1496
N291XAJ,Suzuki,Vitara,Blue,1988,1498
N308CWB,Peugeot,207,Yellow,1988,1500
N323YPT,Vauxhall,Corsa,Gold,1988,1498
N343JDP,Volkswagen,Polo,Purple,1988,1297
N347XUC,Ford,Fiesta,Yellow,1988,1600
N365XHX,Suzuki,Vitara,Green,1988,1598
N367JHU,Nissan,Juke,Yellow,1988,1499
N387YYW,Volkswagen,Passat,White,1988,1396
N407GXH,Toyota,Yaris,Turquoise,1988,1696
N407TEN,Toyota,Aygo,Purple,1988,1596
N411CHB,Morris,Minor,Purple,1988,1199
N415GCR,Fiat,500,Black,1988,1495
N438AJJ,Kia,Picanto,Purple,1988,1698
N439MBF,Seat,Leon,Orange,1988,1597
N455EUT,Ford,Focus,Turquoise,1988,1797
N456EDF,Ford,Focus,White,1988,1599
N457MLM,Skoda,Octavia,Yellow,1988,1499
N463XCJ,Volvo,V40,Turquoise,1988,1695
N539YWU,Vauxhall,Astra,Grey,1988,1397
N543LVH,Ford,Fiesta,Blue,1988,1298
N544EVA,Nissan,Micra,Blue,1988,1596
N555KPE,Audi,A4,Purple,1988,1297
N597AEM,Peugeot,207,Green,1988,1697
N597EHH,Audi,A3,Yellow,1988,1399
N599WMT,Toyota,Iq,Blue,1988,1799
N619FDA,Volkswagen,Golf,Blue,1988,1700
N627VBT,Toyota,Auris,Blue,1988,1295
N627YDG,Nissan,Qashqai,Grey,1988,1599
N629LYA,Subaru,Forester,Gold,1988,1399
N658NPR,Vauxhall,Adam,Red,1988,1697
N676WVE,Vauxhall,Corsa,Red,1988,1600
N678MUV,Vauxhall,Meriva,Yellow,1988,1598
N680MEC,Renault,Clio,Silver,1988,1596
N686RJT,Ford,Kuga,Grey,1988,1397
N696KLU,Ford,Kuga,Blue,1988,1700
N697PFJ,Ford,Fiesta,Black,1988,1500
N704WRJ,Audi,A6,Gold,1988,1498
N706KDA,Vauxhall,Insignia,Blue,1988,1699
N709CRX,Ford,Fusion,Turquoise,1988,1597
N729FLW,Mini,Clubman,Green,1988,1396
N729GKP,Jeep,Compass,Yellow,1988,1897
N740YRY,Ford,Focus,Orange,1988,1496
N742KYL,Renault,Clio,Purple,1988,1599
N743LWT,Volvo,V40,Yellow,1988,1998
N745HUP,Dacia,Sandero,Gold,1988,1598
N746TPU,Ford,Mondeo,Grey,1988,1698
N787CLM,Ford,Mondeo,Orange,1988,1700
N788PBG,Nissan,Leaf,Orange,1988,1695
N795MXM,Seat,Ibiza,Gold,1988,1799
N802HKH,Volkswagen,Tiguan,Purple,1988,1700
N803XMW,Chevrolet,Lacetti,Purple,1988,1795
N820YMV,Renault,Clio,Yellow,1988,1697
N825TNM,Audi,A1,Black,1988,1199
N833GRF,Hyundai,I10,Yellow,1988,1599
N839FRF,Honda,Insight,Black,1988,1298
N846CKY,Hyundai,I10,Grey,1988,1797
N849FCG,Honda,Crv,White,1988,1395
N856RKH,Ford,Focus,White,1988,1298
N866HDV,Nissan,Micra,Blue,1988,1697
N868HVG,Mini,Cooper,Turquoise,1988,1695
N895YKB,Vauxhall,Zafira,Purple,1988,1298
N903ECK,Vauxhall,Meriva,Grey,1988,1397
N908DUK,Ds,Ds7,Green,1988,1200
N912FXG,Ford,Fiesta,Turquoise,1988,1600
N921GHV,Skoda,Fabia,Silver,1988,1397
N923DKE,Toyota,Auris,Green,1988,1495
N925HWK,Renault,Captur,Green,1988,1397
N926NHL,Peugeot,207,Red,1988,1597
N939ECP,Vauxhall,Zafira,Yellow,1988,1500
N956RBM,Peugeot,308,Blue,1988,1498
N958TTC,Kia,Niro,Gold,1988,1600
N970FVN,Toyota,Aygo,White,1988,1796
N977JPA,Renault,Scenic,Red,1988,1599
N986GRJ,Volkswagen,Touran,Green,1988,1600
N993WYV,Skoda,Octavia,Green,1988,1199
N998UFC,Renault,Clio,Silver,1988,1495
NA01PWR,Ford,Focus,Blue,2001,1795
NA03AFA,Mazda,Cx5,Black,2003,1599
NA06VCX,Volkswagen,Tiguan,Red,2006,1998
NA09CAD,Seat,Ibiza,Green,2009,1400
NA16BHC,Audi,A1,Yellow,2016,1600
NA17FBU,Ford,Mondeo,Black,2017,1497
NAG872F,Volkswagen,Golf,Red,1977,1597
NB02RGK,Seat,Arona,Green,2002,1499
NB03JMP,Vauxhall,Astra,White,2003,1499
NB04XVV,Volkswagen,Golf,White,2004,1997
NB07KFX,Ford,Fiesta,Blue,2007,1695
NB12YXR,Ford,Fiesta,Red,2012,1399
NB15FGB,Nissan,Qashqai,Gold,2015,1500
NB19DJL,Audi,Tt,Blue,2019,1700
NBH970B,Volkswagen,Golf,Grey,1981,1596
NC03GYE,Volkswagen,Golf,Blue,2003,1595
NC06VWT,Skoda,Yeti,Turquoise,2006,1499
NC12PXM,Volkswagen,Golf,Red,2012,1697
NC13CBU,Volkswagen,Golf,Silver,2013,1595
NC14VBU,Volkswagen,Golf,Blue,2014,1598
NC17FMR,Audi,Q3,Green,2017,1697
NC18AUL,Toyota,Yaris,Yellow,2018,1096
NCK244K,Ford,Fiesta,Black,1972,1600
NCN177K,Volkswagen,Golf,Yellow,1972,1299
ND01FTM,Audi,A4,Purple,2001,1699
ND01WKD,Ford,Fiesta,White,2001,1798
ND05BXF,Volkswagen,Transporter,Silver,2005,1295
ND07KEB,Hyundai,I10,Turquoise,2007,1800
NDL502K,Jaguar,420,Yellow,1972,1899
NDN391C,Honda,Civic,Red,1980,1397
NDW806F,Fiat,Punto,Purple,1977,1796
NE04PTK,Volkswagen,Sharan,White,2004,1197
NE08HLJ,Vauxhall,Astra,Yellow,2008,1698
NE10TJH,Toyota,Yaris,Purple,2010,1200
NE17PHW,Ford,Fiesta,Yellow,2017,1498
NE20CVW,Peugeot,107,White,2020,1198
NEP357K,Vauxhall,Mokka,Red,1972,1700
NF19UNE,Ford,Tourneo,Gold,2019,1899
NFC762C,Volkswagen,Golf,Black,1980,1496
NFD831I,Fiat,Punto,White,1974,1698
NFJ874L,Toyota,Yaris,Gold,1971,1299
NFK709H,Honda,Crv,Green,1975,1098
NFP282K,Lexus,Rx450,Grey,1972,1498
NFX715G,Volkswagen,Beetle,Red,1976,1399
NFY369H,Seat,Ibiza,Yellow,1975,1496
NG06DCV,Nissan,Juke,Blue,2006,1498
NG10GXD,Fiat,500,Silver,2010,1197
NG10XCM,Nissan,Micra,Purple,2010,1100
NG15BEL,Audi,A4,Gold,2015,1500
NGE151E,Ford,Ka,Grey,1978,1898
NGJ492D,Ford,Fiesta,Black,1979,1800
NGN829K,Kia,Ceed,Blue,1972,1496
NGT918G,Ford,Fiesta,Grey,1976,1398
NH05HMT,Volkswagen,Tiguan,Grey,2005,1800
NH07YGJ,Ford,Fiesta,Silver,2007,1795
NH19EYR,Dacia,Duster,Purple,2019,1599
NHH891E,Honda,Jazz,Silver,1978,1800
NHP741J,Volkswagen,Polo,Grey,1973,1300
NJ01EEK,Toyota,Auris,Black,2001,1300
NJ03NWB,Hyundai,I10,White,2003,1498
NJ06WLT,Ford,Fiesta,Yellow,2006,1497
NJ09ACF,Peugeot,107,Purple,2009,1897
NJ11GYL,Ford,Ecosport,Black,2011,1296
NJH531F,Ford,Kuga,Silver,1977,1395
NJK950L,Vauxhall,Zafira,Green,1971,1399
NJL457L,Skoda,Octavia,Orange,1971,1099
NJM936K,Vauxhall,Astra,Red,1972,1699
NK06CPK,Fiat,Panda,Yellow,2006,1398
NK06JRX,Vauxhall,Insignia,Orange,2006,1798
NK10RWB,Vauxhall,Agila,Black,2010,1399
NK14MYP,Nissan,Qashqai,Grey,2014,1595
NKG889L,Vauxhall,Corsa,Black,1971,1700
NKK270E,Audi,A3,Grey,1978,1698
NKY151E,Bmw,X1,Grey,1978,1798
NL01GNE,Volkswagen,Beetle,Red,2001,1398
NL07FUK,Lexus,Nx300,Turquoise,2007,1599
NL07VPF,Volkswagen,Up,White,2007,1300
NL10LPU,Skoda,Octavia,Turquoise,2010,1795
NL16MUU,Lexus,Rx450,Turquoise,2016,1395
NL17GYU,Mini,Cooper,Red,2017,1600
NL18JGA,Volkswagen,Polo,Orange,2018,1800
NLE822C,Vauxhall,Astra,Red,1980,1199
NLF247B,Mazda,3,Orange,1981,1499
NLK150G,Vauxhall,Corsa,Green,1976,1599
NM05CRK,Ford,Focus,Gold,2005,1299
NMP434K,Volkswagen,Touareg,Green,1972,1597
NN04DLR,Volkswagen,Polo,White,2004,1198
NN05VTV,Ford,Mondeo,Silver,2005,1600
NN10HRW,Renault,Captur,Turquoise,2010,1695
NN13LJX,Mini,Cooper,Green,2013,1495
NN14EVD,Hyundai,Tucson,Black,2014,1499
NN19UAR,Jeep,Renegade,Yellow,2019,1697
NNH964K,Peugeot,206,Gold,1972,1496
NNX393G,Volkswagen,Golf,Yellow,1976,1798
NP01ELG,Audi,A4,Green,2001,1895
NP08TEF,Kia,Picanto,Red,2008,1398
NP13WWT,Nissan,Qashqai,Grey,2013,1395
NPF748J,Volkswagen,California,Green,1973,1099
NPY936D,Ford,Focus,Purple,1979,1695
NR01MUW,Citroen,Ds5,Red,2001,2098
NR08MJE,Ford,Fiesta,Gold,2008,1399
NR10ETE,Volkswagen,Touran,Turquoise,2010,1398
NR14GVG,Volkswagen,Passat,Purple,2014,1897
NR16BDF,Nissan,Juke,Gold,2016,1500
NRG493J,Honda,Civic,Orange,1973,1398
NT08RJB,Honda,Jazz,Orange,2008,1697
NT10RLJ,Toyota,Aygo,White,2010,1496
NT11EAW,Fiat,500,Green,2011,1395
NTW965H,Toyota,Yaris,Black,1975,1300
NU15ABR,Audi,A8,Black,2015,1699
NU19WJM,Subaru,Impreza,Gold,2019,1499
NUE990E,Ford,Fiesta,Grey,1978,1297
NUH191I,Vauxhall,Astra,White,1974,1596
NUV565B,Volkswagen,Polo,White,1981,1800
NV03JMT,Fiat,500,Blue,2003,1596
NV11AAX,Vauxhall,Insignia,Orange,2011,1397
NV13ANT,Opel,Zafira,White,2013,1898
NV18VAY,Ford,Focus,Green,2018,1097
NV19PHK,Dacia,Sandero,Silver,2019,1699
NV20KMN,Bmw,X1,Yellow,2020,2095
NVA703I,Volvo,Xc90,White,1974,1499
NVF133H,Ford,Fiesta,Blue,1975,1599
NVN766L,Volkswagen,Tiguan,Grey,1971,1397
NVT188F,Renault,Clio,Green,1977,1699
NW06KPX,Audi,A5,Black,2006,1500
NW08LFC,Honda,Jazz,Black,2008,1299
NW08XKH,Volkswagen,Golf,Red,2008,1695
NW16AYG,Renault,Clio,Blue,2016,1299
NX09EXT,Peugeot,108,Grey,2009,1395
NX11NWV,Vauxhall,Astra,Silver,2011,1596
NX15UXA,Porsche,718,Turquoise,2015,1096
NXC286L,Volkswagen,Tiguan,Red,1971,1797
NXF376I,Volkswagen,Tiguan,Green,1974,1997
O115VAT,Honda,Civic,Turquoise,1987,1595
O117LXB,Ford,Kuga,Grey,1987,1796
O127RED,Ford,Fusion,Black,1987,1599
O130KXR,Fiat,500,Purple,1987,1199
O146UDB,Ford,Tourneo,Turquoise,1987,1598
O152LKF,Dacia,Sandero,White,1987,1695
O168KBW,Kia,Ceed,Silver,1987,1497
O169KPA,Ford,Fiesta,Yellow,1987,1397
O188LHY,Bmw,X3,Green,1987,1597
O199MNF,Suzuki,Ignis,Orange,1987,1498
O210JBT,Volkswagen,Golf,Red,1987,1597
O212PCR,Volkswagen,Golf,Gold,1987,1595
O240TXL,Bmw,X4,Yellow,1987,1800
O245XVH,Ford,Mustang,Black,1987,1898
O250KUG,Audi,Tt,Red,1987,1300
O276YRR,Volkswagen,Polo,Purple,1987,1497
O280JAU,Vauxhall,Astra,Red,1987,1498
O301CCV,Chevrolet,Spark,Silver,1987,1599
O304KLC,Vauxhall,Zafira,Turquoise,1987,1695
O306JEG,Vauxhall,Corsa,Red,1987,1499
O315AJT,Citroen,C4,Turquoise,1987,1296
O322NUC,Skoda,Yeti,Purple,1987,1597
O335FJU,Toyota,Yaris,Purple,1987,1598
O362NEV,Volkswagen,Golf,Red,1987,1198
O379NMG,Skoda,Fabia,Purple,1987,1398
O385BLV,Ford,Focus,White,1987,1395
O433EPY,Volkswagen,Tiguan,Yellow,1987,1400
O433VJW,Fiat,500,Orange,1987,1698
O438WFA,Ford,Fiesta,Blue,1987,1199
O447HMD,Peugeot,308,Silver,1987,1498
O454PXY,Ford,Fiesta,Blue,1987,1395
O455LLV,Honda,Civic,Red,1987,1595
O456HLD,Volvo,V40,Blue,1987,1496
O476LLD,Kia,Picanto,Gold,1987,1695
O494NPP,Renault,Kadjar,Gold,1987,1395
O495GRB,Toyota,Yaris,Green,1987,1700
O500JMP,Renault,Clio,Silver,1987,1297
O515RLL,Ford,Fiesta,Red,1987,1698
O532KEB,Vauxhall,Zafira,Blue,1987,1596
O568YMJ,Audi,A4,Red,1987,1397
O590WDC,Nissan,Micra,Gold,1987,1596
O596NGP,Volkswagen,Polo,White,1987,1897
O598AYW,Seat,Ibiza,Black,1987,1200
O598CMA,Mini,Countryman,Black,1987,1800
O602AKA,Dacia,Logan,Orange,1987,1595
O612EWF,Skoda,Octavia,Purple,1987,1499
O613FPJ,Vauxhall,Corsa,Red,1987,1899
O613VKA,Ssangyong,Korando,Grey,1987,1200
O621PXC,Hyundai,I10,Silver,1987,1496
O623WJD,Vauxhall,Vectra,Yellow,1987,1497
O627CYG,Volkswagen,Polo,Red,1987,1796
O630BWA,Vauxhall,Insignia,Turquoise,1987,1500
O633MXE,Audi,A7,White,1987,1395
O647MCV,Ford,Focus,Yellow,1987,1598
O649NTB,Volvo,V40,Silver,1987,1498
O649PCN,Audi,A4,Purple,1987,1499
O658YAV,Vauxhall,Corsa,Black,1987,1500
O664EDD,Ford,Fusion,Yellow,1987,1399
O675VGV,Citroen,Ds5,Grey,1987,1398
O677CKT,Fiat,500,Black,1987,1996
O684KLK,Ford,Fiesta,White,1987,1496
O705LKX,Vauxhall,Mokka,Orange,1987,1698
O712LVF,Volvo,Xc90,White,1987,1700
O717UGC,Toyota,Auris,Grey,1987,1497
O719DAL,Nissan,Almera,Turquoise,1987,1398
O724BDT,Peugeot,Bipper,Silver,1987,1798
